subject_id||<http://schema.org/Product/warc>||<http://schema.org/Product/manufacturer>||<http://schema.org/Product/product_gtin>||<http://schema.org/Product/wattage>||<http://schema.org/Product/weight>||<http://schema.org/Product/phone_carrier>||<http://schema.org/Product/processor_type>||<http://schema.org/Product/front_cam_resolution>||<http://schema.org/Product/memory>||<http://schema.org/Product/width>||<http://schema.org/Product/body_material>||<http://schema.org/Product/depth>||<http://schema.org/Product/brand>||<http://schema.org/Product/display_resolution>||<http://schema.org/Product/phone_type>||<http://schema.org/Product/height>||<http://schema.org/Product/product_type>||<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>||<http://schema.org/Product/computer_operating_system>||<http://schema.org/Product/display_size>||<http://schema.org/Product/color>||<http://schema.org/Product/dimensions>||<http://schema.org/Product/rear_cam_resolution>||<http://schema.org/Product/ram>||<http://schema.org/Product/product_code>||<http://schema.org/Product/mpn>||<http://schema.org/Product/url>||<http://schema.org/Product/modelnum>||
http://dws.products.wdc/node8196491387b1e6e9ae132c75cfca7cb||ebay.com1.warc.nq.gz||||885909459858, 885909525225||1432mah||4.9 oz||at&t||||||16gb||2.31 in||||0.37 in||apple||960 x 640 pixels||iphone 4s||4.5 in||smartphone||<http://schema.org/Product>||||3.5 in||white||||8 mp||||||mc920ll/a||http://www.ebay.com/itm/apple-iphone-4s-16gb-black-at-t-smartphone-01-c-36-/401066178139?hash=item5d6168365b:g:plsaaoswzhvws2dz||||
http://dws.products.wdc/node2dce9b7a871c8eeffb5f49c174f7f97||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||htc||||one m7||||||<http://schema.org/Product>||||||||||||||||htc m7||http://www.ebay.com/itm/new-htc-one-m7-32gb-factory-unlocked-4g-lte-with-beats-audio-smartphone-/381510264737?var=&hash=item58d3c8a7a1:m:m_rcgr5fvufmt-3ybrfyt5a||||
http://dws.products.wdc/node3c4d188eaa5c4db22604b73b0557ae||walmart.com0.warc.nq.gz||||652810518062||||||||||||32gb||||||||lg||||g4||||smartphone||<http://schema.org/Product>||||||||||||||us991||||http://www.walmart.com/ip/lg-electronics-g4-652810518062-us991-smartphone-gsm-refurbished/49650690||||
http://dws.products.wdc/nodeae88501611717bfac678dc2d8f7a4bb||ebay.com0.warc.nq.gz||||||2000mah||||||dual core||||32gb||2.79 in||||0.42 in||nokia||||lumia 920||5.13 in.||||<http://schema.org/Product>||||4.5 in||red||||8.7 mp||||1465721657657, 758478026403, 899794011251||||http://www.ebay.com/itm/nokia-lumia-920-us-4g-lte-smartphone-at-t-unlocked-red-32gb-new-/171401393192?hash=item27e851b428:g:~7qaaoxyx0jte8lf||||
http://dws.products.wdc/node2e77ebce7ba88d33114f06f20976897||ebay.com0.warc.nq.gz||||||||||||||||||||||||htc||1080 x 1920 pixels||one m7||||||<http://schema.org/Product>||android os, v4.1.2 (jelly bean)||4.7 in||||||||2 gb||649906100843||||http://www.ebay.com/itm/unlocked-verizon-htc-one-m7-32gb-android-4-1-2-smartphone-silver-/351639270354?hash=item51df5573d2:g:cg4aaoswprrwp3gu||||
http://dws.products.wdc/node31b8212baab41182355763ea91d635dd||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||htc||||one m8||||||<http://schema.org/Product>||||||gunmetal gray||||5 mp||||821793040123||||http://www.ebay.com/itm/new-htc-one-m8-32gb-unlocked-gsm-4g-lte-at-t-t-mobile-etc-silver-android-wifi-/231833603715?hash=item35fa5c0e83:g:as0aaoswnldwq5~b||||
http://dws.products.wdc/node1348d882313978b1f0ffb42343bf11f||shop.com0.warc.nq.gz||||||||||||octa core||||64gb||||||||samsung||||galaxy s6 edge||||||<http://schema.org/Product>||||5.1 in||gold||||16 mp||||||||http://www.shop.com/samsung+galaxy+s6+edge+g925f+64gb+unlocked+gsm+lte+octa+core+phone+white+-1077780663-o+.xhtml||||
http://dws.products.wdc/node17d086752aa8166f7365669ce5b92f4e||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||htc||||one m8||||||<http://schema.org/Product>||||5 in||gray||||5 mp||||||||http://www.ebay.com/itm/super-mint-unlocked-verizon-htc-one-m8-4g-lte-32gb-gunmetal-gray-smartphone-/131687936424?hash=item1ea93671a8:g:tycaaosw7frwadgu||||
http://dws.products.wdc/nodef9c2495474b9c4a4ee3dcd4114d1521||flipkart.com26.warc.nq.gz||||||||||||||||||||||||i-kitpit||||||||||<http://schema.org/Product>||||||green||||||||||||http://www.flipkart.com/i-kitpit-pouch-nokia-lumia-930/p/itmdxh5fgqwv7z6k?pid=accdxh5fz2um4m94&ref=l%3a-8268404651794283853&srno=b_19||||
http://dws.products.wdc/nodeeb8a1fd3c53dff29e879d59c255359||ebay.com0.warc.nq.gz||||||||||without contract||||||32gb||||||||htc||||one m9||||||<http://schema.org/Product>||android||||gold||||||||||opja120||http://www.ebay.com/itm/refurbished-htc-one-m9-32gb-opja120-gold-t-mobile-smartphone/131700426135?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d34864%26meid%3dda33dc9125404ce3b60a1246c02f578c%26pid%3d100005%26rk%3d1%26rkt%3d6%26sd%3d252265991341||||
http://dws.products.wdc/node12bf19db52443692701192ed29e8211||ebay.com0.warc.nq.gz||||||||||||quad core||||32gb||||||||samsung||||galaxy s6 edge||||||<http://schema.org/Product>||||5.1 in||black||||16 mp||||||sm-g925rzkausc||http://www.ebay.com/itm/samsung-galaxy-s6-edge-sm-g925r4-grey-32gb-u-s-cellular-bad-esn-mint-/201514085690?hash=item2eeb2ced3a:g:wkcaaoswpzdwrbix||||
http://dws.products.wdc/node4196033a4ab673169f6b7fd3cc09a||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||lg||||g4||||||<http://schema.org/Product>||||||brown||||||||||lg g4 h815 leather brown 32gb||http://www.ebay.com/itm/open-box-lg-g4-h815-leather-brown-32gb-factory-unlocked-5-5-qhd-3gb-ram/191757245046?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d20150604093004%26meid%3d305dab29aa3743d7b2c8089e09ff51f6%26pid%3d100005%26rk%3d5%26rkt%3d6%26sd%3d191590784218&rt=nc||||
http://dws.products.wdc/node7a4bb24df3b1c646b2613b6358a55||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||lg||||g4||||||<http://schema.org/Product>||android||||black||||||||652810815901||vs986ld||http://www.ebay.com/itm/brand-new-lg-g4-unlocked-smartphone-verizon-black-leather-32gb-clean-esn/222014643451?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d33876%26meid%3dc48f83e774a343aaba51c3177795d018%26pid%3d100005%26rk%3d5%26rkt%3d6%26sd%3d351431029540&rt=nc||||
http://dws.products.wdc/node39b395dcec21dc14a7c64d97a731d||tesco.com0.warc.nq.gz||||||2915mah||4.9 oz||tesco mobile||apple a8. dual-core 1.4 ghz cyclone (arm v8-based)||1.3 mp||16gb||2.3 in||||0.2 in||||||iphone 6 plus||5.4 in||smart phone||<http://schema.org/Product>||ios 8||5.5 in||grey||||8 mp||1gb||||||http://www.tesco.com/direct/tesco-mobile-iphone-6-plus-16gb-space-grey/690-1937.prd?pagelevel=&skuid=690-1937||||
http://dws.products.wdc/node6028a2f38774213a152b569f10dbb0||ebay.com0.warc.nq.gz||||||||||||||||64gb||||||||huawei||||nexus 6p||||||<http://schema.org/Product>||android||5.7 in||frost||||12 mp||3gb||886598036115||||http://www.ebay.com/itm/new-sealed-nexus-6p-64gb-frost-white-unlocked-h1511-free-1-3-day-shipping/161952392497?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35217%26meid%3d0a5890af7c8149e4af7d5826f74aee80%26pid%3d100005%26rk%3d4%26rkt%3d6%26sd%3d141889947923&rt=nc||||
http://dws.products.wdc/node9a59e8b45940db48c8d4e441125ff0be||ebay.com1.warc.nq.gz||||||1440 mah||3.95 oz||unlocked||||||16gb||2.31 in||||0.3 in||apple||1136 x 640 pixels||iphone 5||4.87 in||smartphone||<http://schema.org/Product>||||4 in||white & silver||||8 mp||||||||http://www.ebay.com/itm/apple-iphone-5-16gb-white-silver-unlocked-smartphone-/141895837214||||
http://dws.products.wdc/node232bd2252dcb91a2858c5d92a7657f19||shop.com0.warc.nq.gz||||||||||||||||||||||||decalgirl||||sx10-cosflwr||||||<http://schema.org/Product>||||||||||||||dcgrl91191||||http://www.shop.com/decalgirl+sx10+aroundbrd+sony+xperia+x10+mini+skin+around+my+bird-919609509-p+.xhtml||||
http://dws.products.wdc/nodeb2586384e7e9f7b1c8e6bb56762b1b||walmart.com4.warc.nq.gz||||||||||||||||||||||||otterbox||||77-50899||||||<http://schema.org/Product>||||4.7 in||multicolor||7.20 x 4.10 x 0.90 inches||||||||77-50899||http://www.walmart.com/ip/otterbox-alpha-glass-privacy-screen-protector-for-apple-iphone-6/43658980||||
http://dws.products.wdc/node7ac5fe22485548ec2ea7ab44714a5c3||ebay.com0.warc.nq.gz||||||||||||octa core||||32gb||||||||sony||||xperia z5 premium||||||<http://schema.org/Product>||android||5.5 in||gold||||23 mp||3gb||does not apply||e6853||http://www.ebay.com/itm/unlocked-sony-xperia-z5-premium-dual-32gb-gold-3gb-5-5-3840x2160-/231831440968?hash=item35fa3b0e48:g:adwaaosw9mfwg2ik||||
http://dws.products.wdc/node2bda1a927ff624432723d869b49c2ae3||shop.com0.warc.nq.gz||||||||||||||||||||||||rocker||||||||guard||<http://schema.org/Product>||||||black||||||||||||http://www.shop.com/unlimited+cellular+rocker+snap+on+for+lg+g4+white+anchor+on+pink+chevron+black-1387231258-p+.xhtml||||
http://dws.products.wdc/node1555fdf7c5267c77fd2ba1bf184c7a3a||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||htc||||one m9||||||<http://schema.org/Product>||android||||gold||||||||does not apply||htc one m9 gold 32gb||http://www.ebay.com/itm/htc-one-m9-gold-64gb-4g-lte-factory-unlocked-smartphone-global-shipping-/262109410511?hash=item3d06f034cf:g:ju0aaoswlqfv7zf9||||
http://dws.products.wdc/node3265eaf1c1a84eec2eaef18799a2f1a||aliexpress.com0.warc.nq.gz||||||||||||||||||||||||||||||||case||<http://schema.org/Product>||||||||||||||||||http://www.aliexpress.com/item/original-case-for-nexus-6p-dirt-resistant-plastic-cover-frosted-pp-mobile-phone-case-for-huawei/32604463498.html?ws_ab_test=searchweb201556_2%2csearchweb201644_3_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_2%2csearchweb1451318400_-1%2csearchweb1451318411_6450&btsid=df18b510-7330-4c4b-ba4f-670172368145&_escaped_fragment_=||||
http://dws.products.wdc/node28a14f707c6c40a3fc3976714279cf||flipkart.com8.warc.nq.gz||||||||||||a9 chip with 64-bit architecture and m9 motion co-processor||5 mp||128gb||||||||apple||full hd, 1920 x 1080 pixels||iphone 6s plus||||||<http://schema.org/Product>||ios v8||5.5 in||||||12 mp||||||||http://www.flipkart.com/apple-iphone-6s-plus/p/itmebysgjn8rpaxa?pid=mobeby3webvcugb8&&storageselected=true&otracker=pp_mobile_storage||||
http://dws.products.wdc/nodefb8d10de60d36162e38c809874d7e96b||ebay.com0.warc.nq.gz||||||||||||octa core||||32gb||||||||sony||||xperia z5 premium||||||<http://schema.org/Product>||android||5.5 in||chrome||||23 mp||3gb||does not apply||e6883||http://www.ebay.com/itm/unlocked-sony-xperia-z5-premium-dual-32gb-chrome-3gb-5-5-3840x2160-/321994654859?hash=item4af860848b:g:ti4aaoswa4dwg2gu||||
http://dws.products.wdc/node73afc42691a9f1c168311fa1189d4017||ebay.com0.warc.nq.gz||||||2840 mah||5.54 oz||||||||32gb||2.74 in||||0.38 in||htc||||one m9||5.69 in.||||<http://schema.org/Product>||android||5 in||gunmetal gray||||20 mp||||821793045111||6735a||http://www.ebay.com/itm/fair-condition-gunmetal-gray-htc-one-m9-32gb-at-t-clean-imei-more/191792554173?_trksid=p2047675.c100011.m1850&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35217%26meid%3d1442368dc16f4f87952b662ae0f65f0f%26pid%3d100011%26rk%3d9%26rkt%3d10%26sd%3d121879448121||||
http://dws.products.wdc/node146dc8f7cf3154e5ee2bbd82c765fd7e||tesco.com0.warc.nq.gz||||||n/a||0.14 kilogram||||a9 chip with 64-bit architecture, embedded m9 motion coprocessor||||128gb||138.0 millimetre||||67.0 millimetre||apple||||iphone 6s plus||7.0 millimetre||||<http://schema.org/Product>||ios 9||4.7 in||gold||||||n/a||||||http://www.tesco.com/direct/iphone-6s-128gb-gold/178-7622.prd?pagelevel=&skuid=178-7622||||
http://dws.products.wdc/node1710e50e22146717d10d4f4b72188a||tesco.com0.warc.nq.gz||||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||black||||||||||||http://www.tesco.com/direct/gear4-iphone-6-47-lattice-design/511-0150.prd?pagelevel=&skuid=511-0150||||
http://dws.products.wdc/node131739664313d981c42731e31383e57a||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||sony||||xperia z5||||||<http://schema.org/Product>||android||||white||||23 mp||3gb||does not apply||sony xperia z5 e6653 white||http://www.ebay.com/itm/sony-xperia-z5-e6653-white-23mp-3gb-32gb-factory-unlocked-5-2-gsm-smartphone/252118971583?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35314%26meid%3dc9146fcc7d034026abfc9cebac6e512c%26pid%3d100005%26rk%3d5%26rkt%3d6%26sd%3d272019201248&rt=nc||||
http://dws.products.wdc/nodefbe92d8d707f4890495bd3ec44204e8c||ebay.com0.warc.nq.gz||||400046320115||2840 mah||5.54 oz||at&t||||||32gb||2.74 in||||0.38 in||htc||||one m9||5.69 in||smartphone||<http://schema.org/Product>||android||5 in||gold on silver||||20 mp||||||6729a||http://www.ebay.com/itm/unlocked-htc-one-m9-32gb-gold-at-t-t-mobile-cricket-straight-talk-h2o-lte-great-/222013360906?hash=item33b1070b0a:g:qayaaoswhplwheey||||
http://dws.products.wdc/node4b8d40f24043f4b2f76a78cb52c6d2||ebay.com1.warc.nq.gz||||715660702897||1810 mah||4.55 oz||unlocked||||||128gb||2.64 in||||0.27 in||apple||1334x750||iphone 6||5.44 in||smartphone||<http://schema.org/Product>||ios 8, upgradable to ios 8.4||4.7 in||gold||||8 mp||1gb||||does not apply||http://www.ebay.com/itm/new-in-box-apple-iphone-6-128gb-gold-unlocked-smartphone-/391264947885?hash=item5b19354ead:g:qcmaaoswfnfv-ykm||||
http://dws.products.wdc/nodeeef8b7661dbb5cfde430676c2bb3ec53||tesco.com5.warc.nq.gz||||||1570||3.5 oz||tesco mobile||a7 with 64-bit architecture and m7 motion coprocessor||1.2 mp||32gb||2.3 in||||0.2 in||||||iphone 5s||4.7 in||smart phone||<http://schema.org/Product>||ios7||4 in||grey||||8 mp||1gb||||||http://www.tesco.com/direct/tesco-mobile-apple-iphone-5s-32gb-ios7-space-grey/574-9405.prd?pagelevel=&skuid=574-9405||||
http://dws.products.wdc/node5871edb130b8678d7533fd7b76f||aliexpress.com0.warc.nq.gz||||||||||||||||||||||||||||||||cover||<http://schema.org/Product>||||||||||||||||||http://www.aliexpress.com/item/for-huawei-google-nexus-6p-new-business-simple-design-stand-flip-pu-leather-case-cover-with/32506620936.html?ws_ab_test=searchweb201556_2%2csearchweb201644_2_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_1%2csearchweb1451318400_-1%2csearchweb1451318411_6452&btsid=56f20554-a186-429c-b831-74cc5af98f2e&_escaped_fragment_=||||
http://dws.products.wdc/node3bd542e4cbc0c3ba0b567f8a4293027||ebay.com0.warc.nq.gz||||||||5.93 oz||||octa-core 2.2 ghz||4 mp||32gb||2.83 in||||0.38 in||htc||1440 x 2560||one m9+||5.94 in||||<http://schema.org/Product>||||5.2 in||gold on silver||||20 mp||3gb||4718487684250||99hadr070-00||http://www.ebay.com/itm/htc-one-m9-plus-4g-lte-32gb-gold-on-silver-factory-unlocked-5-2-3gb-ram-/151750629298?hash=item23550ad7b2:g:krsaaoswgq9vqqmz||||
http://dws.products.wdc/node24d64e756b7a8034ef2a3562cae6732||microcenter.com0.warc.nq.gz||||||||||||||||||||||||||||||||||<http://schema.org/Product>||||||black/grey||||||||848709020598||||http://www.microcenter.com/product/446372/candyshell_grip_for_samsung_galaxy_s6_edge_-_black-slate_gray||||
http://dws.products.wdc/node288edd3aafb527db3a5f8afb96c4df4||aliexpress.com0.warc.nq.gz||qualcomm||||2480mah||||||quad core||||32gb||||||slim(9mm-10mm)||htc||1920x1080||||||||<http://schema.org/Product>||android||5 in||||||||3gb||||||http://www.aliexpress.com/item/original-htc-one-m9-cell-phone-unlocked-quad-core-3gb-ram-32gb-rom-5-0-capacitivescreen/32566651562.html?ws_ab_test=searchweb201556_3%2csearchweb201644_1_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_1%2csearchweb1451318400_-1%2csearchweb1451318411_6452&btsid=153794a1-b3ae-4940-b3c8-195ad7adc276&_escaped_fragment_=||||
http://dws.products.wdc/nodebbe91f6afe2f6cd8163b7ddb685a41f||shop.com0.warc.nq.gz||||||||||||||||||||||||cyclops||||||||case||<http://schema.org/Product>||||||white||||||||||||http://www.shop.com/lg+r+g4+tm+cyclops+tm+series+case+white+-1099756497-o+.xhtml||||
http://dws.products.wdc/nodea6588589d25e38dafdd85262385d752b||ebay.com1.warc.nq.gz||||712201431698||1810mah||4.55 oz||factory unlocked||dual core||||64gb||2.64 in||||0.27 in||apple||1334x750||iphone 6||5.44 in||smartphone||<http://schema.org/Product>||ios - apple||4.7 in||space gray||||8 mp||1gb||||mg4f2ll/a||http://www.ebay.com/itm/apple-iphone-6-64gb-gsm-unlocked-silver-white-brand-new-see-description-/111889523227?hash=item1a0d22a21b:g:jeeaaoswvulwq5ux||||
http://dws.products.wdc/nodeeea2f969ddce401fecb1f2eaec4a8cc||ebay.com0.warc.nq.gz||||||2840 mah||5.54 oz||||||||32gb||2.74 in||||0.38 in||htc||||one m9||5.69 in||||<http://schema.org/Product>||android||5 in||gunmetal gray||||20 mp||||821793045111||6735a||http://www.ebay.com/itm/mint-condition-gunmetal-gray-htc-one-m9-32gb-at-t-clean-imei-more/201511537106?_trksid=p2047675.c100011.m1850&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35217%26meid%3d1442368dc16f4f87952b662ae0f65f0f%26pid%3d100011%26rk%3d2%26rkt%3d10%26sd%3d121879448121||||
http://dws.products.wdc/node6771a058998b25129ee5bc54d15cbd||ebay.com3.warc.nq.gz||||||||||||||||32gb||||||||huawei||||nexus 6p||||||<http://schema.org/Product>||android||||||||||||||||http://www.ebay.com/itm/huawei-google-nexus-6p-32-gb-aluminum-/111828992888?hash=item1a09870378:g:lqgaaoswt4lwq8yj||||
http://dws.products.wdc/node2bc76a166178e2a7a4604649ec6c46f||ebay.com1.warc.nq.gz||||885909727919||1560mah||3.95 oz||sprint||||||16gb||2.31 in||||0.3 in||apple||1136 x 640 pixels||iphone 5s||4.87 in.||smartphone||<http://schema.org/Product>||||4 in||gold||||8 mp||||||me352ll/a||http://www.ebay.com/itm/apple-iphone-5s-16gb-sprint-clean-esn-gold-smartphone-great-condition/361435936547?_trksid=p2047675.c100011.m1850&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d35220%26meid%3dbaf1c13a2e1d4872bfc95ee307af7d56%26pid%3d100011%26rk%3d9%26rkt%3d10%26mehot%3dlo%26sd%3d111895362652||||
http://dws.products.wdc/node8d1edb72e9dc344acf5099fe846379da||aliexpress.com0.warc.nq.gz||||||||||||||||||||||||imak||||||||case||<http://schema.org/Product>||||||||||||||||||http://www.aliexpress.com/item/huawei-nexus-6p-case-original-imak-ultra-thin-tpu-case-for-huawei-nexus-6p-nexus-7/32544731271.html?ws_ab_test=searchweb201556_1%2csearchweb201644_5_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_8%2csearchweb1451318400_-1%2csearchweb1451318411_6449&btsid=8902da85-374d-40e1-8671-afdfc67ca589&_escaped_fragment_=||||
http://dws.products.wdc/node8229e4418ff783c7a2951d51249cb121||newegg.com0.warc.nq.gz||||||li-po 2840 mah battery||||at&t 2g/3g, t-mobile 2g/3g, rogers, fido||mediatek mt6795t||4 mp||32gb||||||||htc||1440 x 2560 pixels||one m9+||||||<http://schema.org/Product>||android os, v5.0.2 (lollipop)||||gray||||20 mp||3 gb ram||||||http://www.newegg.com/product/product.aspx?item=9sia4nz32r0839&cm_re=htc_one_m9-_-9sia4nz32r0839-_-product||||
http://dws.products.wdc/node316bcc2193f91025f9c4956ab8f09dbb||tesco.com0.warc.nq.gz||||||n/a||7 oz||||a9||||128gb||6.2 in||||3 in||||||iphone 6s plus||0.2 in||||<http://schema.org/Product>||ios 9||5.5 in||gold||||||n/a||||||http://www.tesco.com/direct/tesco-mobile-iphone-6s-plus-128gb-gold/542-9202.prd?pagelevel=&skuid=542-9202||||
http://dws.products.wdc/node13111585d441db58fa7723df94d7ef8||tesco.com0.warc.nq.gz||||||n/a||0.14 kilogram||||a9 chip with 64-bit architecture, embedded m9 motion coprocessor||||16gb||138.0 millimetre||||67.0 millimetre||apple||||iphone 6s||7.0 millimetre||||<http://schema.org/Product>||ios 9||4.7 in||grey||||||n/a||||||http://www.tesco.com/direct/iphone-6s-16gb-space-grey/191-6223.prd||||
http://dws.products.wdc/node13467a9319364f246ebde2188276c2e||ebay.com0.warc.nq.gz||||||||||||||||128gb||||||||huawei||||nexus 6p||||||<http://schema.org/Product>||||||||||||||886598036122||51097464||http://www.ebay.com/itm/huawei-nexus-6p-4g-with-128gb-cell-phone-unlocked-aluminum-/111891614256?hash=item1a0d428a30:g:aruaaoswoydwrlbc||||
http://dws.products.wdc/node1ad7f8fc8a3e1afb539a447e24d30ce||ebay.com0.warc.nq.gz||||||||||||2.3 ghz qualcomm snapdragon 801 quad-core||||32gb||||||||htc||||one m8||||||<http://schema.org/Product>||android||||gray - silver - gold||||5 mp||2gb||||0p6b120||http://www.ebay.com/itm/htc-one-m8-latest-model-32gb-factory-unlocked-smartphone-new-/131535432891||||
http://dws.products.wdc/nodee29e719916a41bddc633102fbca1169c||ebay.com0.warc.nq.gz||||||||||||||||64gb||||||||huawei||||nexus 6p||||||<http://schema.org/Product>||android||5.7 in||silver||||||3gb||||does not apply||http://www.ebay.com/itm/huawei-nexus-6p-64gb-5-7-12mp-octa-core-3gb-aluminum-android-phone-by-fedex-/331712987132?hash=item4d3ba27ffc:g:5nyaaoswfgnwtvhp||||
http://dws.products.wdc/nodeaf89c0e1f5a4d4c54f95eac2532015e0||ebay.com0.warc.nq.gz||||||||||||||||||||||||||||xperia z5 premium||||||<http://schema.org/Product>||android||5.1 in||black, chrome, gold||||||||||||http://www.ebay.com/itm/brand-new-unlocked-sony-xperia-z5-premium-32gb-lte-chrome-dual-sim-e6883-/121884524437?hash=item1c60e23f95:g:0xyaaoswgotwhzwl||||
http://dws.products.wdc/node6a2a17abaa8f8dea55cecc15deba768b||ebay.com0.warc.nq.gz||||||||||||||||32gb||||||||nokia||||lumia 920||||||<http://schema.org/Product>||windows phone 8||||||||||||||920||http://www.ebay.com/itm/nokia-lumia-920-us-gsm-4g-lte-smartphone-factory-unlocked-32gb-new-/191354497330?hash=item2c8d9de932:m:mzplk4yp3aw-3bl4prn4pva||||
http://dws.products.wdc/node149329428b8739813eb941454762ff33||ebay.com0.warc.nq.gz||||||||||||810storage capacity 32gb||||||||||||huawei||||nexus 6p||||||<http://schema.org/Product>||||5.7 in||matte gold||||12.3 mp||3gb||does not apply||nexus 6p||http://www.ebay.com/itm/huawei-nexus-6p-4g-lte-unlocked-32gb-matte-gold-special-edition/111801964802?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d33876%26meid%3d3631ac3f06394709a3693c11dd40bef5%26pid%3d100005%26rk%3d2%26rkt%3d6%26sd%3d252273825192&rt=nc||||
http://dws.products.wdc/nodea89ff3d83a808ff16d566e466e93c1||aliexpress.com0.warc.nq.gz||||||||||||||||||||||||imak||||||||case||<http://schema.org/Product>||||||||||||||||||http://www.aliexpress.com/item/imak-contracted-series-phone-back-cover-for-huawei-nexus-6p-ultra-slim-thin-soft-hard-cover/32515191646.html?ws_ab_test=searchweb201556_6%2csearchweb201644_4_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_8%2csearchweb1451318400_-1%2csearchweb1451318411_6451&btsid=9ef35790-f722-4181-ab5c-e4d8d4f987e8&_escaped_fragment_=||||
http://dws.products.wdc/node0838278be7fc8b21449e123b6effce6||ebay.com0.warc.nq.gz||||||||||||aluminium, graphite, frost||||64gb||||||||huawei||||nexus 6p||||||<http://schema.org/Product>||android||5.7 in||||||||||||h1512||http://www.ebay.com/itm/huawei-google-nexus-6p-h1512-64gb-factory-unlocked-5-7-silver-white-grey/191765392545?_trksid=p2047675.c100005.m1851&_trkparms=aid%3d222007%26algo%3dsic.mbe%26ao%3d1%26asc%3d34864%26meid%3dd48ae7da81bc41a8bbd49b4eb521a94f%26pid%3d100005%26rk%3d2%26rkt%3d6%26sd%3d321996472906&rt=nc||||
http://dws.products.wdc/node111bd3c99bde886558d1161796ae5||ebay.com0.warc.nq.gz||||||||||||||||16gb||||||||apple||||iphone 4s||||||<http://schema.org/Product>||||||||||||||712131664906||does not apply||http://www.ebay.com/itm/good-condition-apple-iphone-4s-16gb-white-unlocked-w-clean-esn-/201516447477?hash=item2eeb50f6f5:g:z3oaaoswl7vwssgu||||
http://dws.products.wdc/nodea0f49b2954c928a332dbcf270897b||ebay.com3.warc.nq.gz||||||||||verizon||quad core||||32gb||||||||lg||||g4||||||<http://schema.org/Product>||android||5.5 in||black||||16 mp||3gb||||g4||http://www.ebay.com/itm/brand-new-lg-g4-in-genuine-black-leather-32-gb-unlocked-from-verizon-android-/281860554683?hash=item41a032bfbb:g:lv8aaosw9mfwl3wg||||
http://dws.products.wdc/node9d24434aa4424968d37df70f3e7689||ebay.com0.warc.nq.gz||||||||||||||||16gb||||||||apple||||iphone 4s||||||<http://schema.org/Product>||ios - apple||||||||||||||||http://www.ebay.com/itm/apple-iphone-4s-16gb-factory-unlocked-black-and-white-smartphone-/141807724569?var=&hash=item66a8481bd0&vti=color%09black||||
http://dws.products.wdc/nodeec80545e4e5e91a7bcb83e77092d9b4||ebay.com3.warc.nq.gz||||||3000 mah||||verizon||||||32gb||||||||lg||2560 x 1440 pixels||g4||||smartphone||<http://schema.org/Product>||||5.5 in||black leather||||16 mp||||||||http://www.ebay.com/itm/brand-new-lg-g4-32gb-black-leather-gsm-unlocked-/221943860123?hash=item33ace28b9b:g:hfoaaosw5vfwpscu||||
http://dws.products.wdc/nodefe8bc8492cbd4861b5046bcd3ea83bd||aliexpress.com0.warc.nq.gz||||||||||||||||||||||||||||||||case||<http://schema.org/Product>||||||||||||||||||http://www.aliexpress.com/item/for-google-nexus-6p-case-3d-relief-painting-soft-silicon-back-cover-case-for-huawei-nexus/32564803230.html?ws_ab_test=searchweb201556_1%2csearchweb201644_5_505_506_503_504_502_10001_10002_10016_10017_10010_10005_10011_10006_10003_10004_10009_10008%2csearchweb201560_8%2csearchweb1451318400_-1%2csearchweb1451318411_6449&btsid=8902da85-374d-40e1-8671-afdfc67ca589&_escaped_fragment_=||||
