"birthdate","deathdate","gender","label","work","subject_id"
"1872-01-31","1939-10-23","male","Zane Grey","Call of the canyon	 Desert gold	 Grey, Zane,	 Lone star ranger	 Betty Zane	 Last of the plainsmen	 Nevada","http://viaf.org/viaf/120707143"
"1890-08-08","1968-04-09","female","Zofia Kossak","Pożoga	 Bez oręża	 Krzyżowcy	 Kossak, Zofia	 Król Tre̦dowaty : powieść historyczna	 Z otchłani	 Przymierze	 Legnickie pole	 Beatum scelus	 Kossak, Zofia,","http://viaf.org/viaf/88650315"
"1929-02-06","2011-06-14","male","Oscar Sambrano Urdaneta","Del ser y del quehacer de Julio Garmendia","http://viaf.org/viaf/46756017"
"1952-06-20","","male","Valerio Evangelisti","Cherudek	 Presagio	 Black flag	 Collare spezzato	 Magus il romanzo di Nostradamus	 Mater terribilis	 Rex tremendae maiestatis	 Antracite	 Nicolas Eymerich, inquisitore	 Catene di eymerich","http://viaf.org/viaf/71403327"
"1966-04-06","2013-06-19","male","Vince Flynn","Consent to kill	 Transfer of power	 Third option	 Protect and defend	 Term limits	 Executive power	 Memorial Day	 Separation of power	 American assassin	 Mitch Rapp novel","http://viaf.org/viaf/57668585"
"1933-09-13","2015-09-04","male","Warren B. Murphy","Destroyer	 Holy terror	 Dr. Quake	 Mafia fix	 Destroyer, death therapy	 Chinese puzzle","http://viaf.org/viaf/17227233"
"1925-11-15","1988-12-30","male","Iu͡liĭ Daniėl'","","http://viaf.org/viaf/9890201"
"1960-03-13","","male","Juri Andruchowytsch","Moskoviada : [roman	 Дванадцять обручів : роман	 Perverzii︠a︡ : roman	 Dvanadcat' obručiv	 Moskovìada	 Rekreaciï : roman	 Taêmnicâ	 Andruchowycz, Jurij	 Moja Europa : dwa eseje o Europie zwanej Środkową	 Diâvol hovaêt'sâ v sirì","http://viaf.org/viaf/84215934"
"1831-09-12","1852-04-25","male","Manuel Antônio Alvares de Azevedo","Lira dos vinte anos	 Azevedo, Manuel Antônio Alvares de,	 Noite na taverna","http://viaf.org/viaf/68937811"
"1963-02-15","","male","Serge Lamothe","Baldwin","http://viaf.org/viaf/47992070"
"1840-11-27","1893-08-17","male","Alessio N. Apuchtin","Works.	 Mezhdu smertʹiu i zhiznʹiu	 Meždu smert'ju i žizn'ju","http://viaf.org/viaf/156689671"
"1882-08-03","1967-07-14","male","Alojz Gradnik","Poems","http://viaf.org/viaf/8192432"
"1925-06-16","1977-03-04","male","Anatol E. Baconsky","Works.	 Biserica Neagra : roman	 Baconsky, A. E.","http://viaf.org/viaf/22594111"
"1871-11-28","1937-12-09","male","Andrzej Strug","Fortuna kasjera Spiewankiewicza : powieść	 Mogiła nieznanego źołnierza	 Strug, Andrzej	 Dzieje jednego pocisku	 Ludzie podziemni	 Ze wspomnień starego sympatyka	 Ostatni film Evy Evard","http://viaf.org/viaf/64041122"
"1900-11-19","1983-06-01","female","Anna Seghers","Das Vertrauen	 Seghers, Anna	 Transit	 Seghers, Anna (1900-1983).	 Das siebte Kreuz	 Mann und sein name; erzählung	 Uberfahrt	 Die Toten Bleiben Jung	 Erzählungen","http://viaf.org/viaf/51684390"
"1912-06-20","2004-06-28","male","Anthony Buckeridge","Trust Jennings!	 Typically Jennings!	 Take Jennings, for instance	 Jennings follows a clue	 Trouble with jennings	 Jennings in particular	 Rex milligan raises the roof	 Jennings goes to school	 Jennings and Darbishire	 Rex Milligan holds forth","http://viaf.org/viaf/51809472"
"1938-05-25","1991-02-15","male","Arturo Islas","Islas, Arturo,	 Islas, Arturo","http://viaf.org/viaf/49244535"
"1952-01-22","","male","Attash Durrani","","http://viaf.org/viaf/116573270"
"1925-05-01","2016-02-12","female","Bergljot Hobæk Haff","Bålet, roman	 Renhetens pris : roman	 Sigbrits bålferd : roman	 Evige jøde : roman	 Skammen : roman","http://viaf.org/viaf/71364753"
"1918-10-10","2007-05-11","male","Bernard Gordon","","http://viaf.org/viaf/94217181"
"1978-10-27","","male","Bora Dagtekin","Fack ju Göhte (film)","http://viaf.org/viaf/135630066"
"1951-09-21","2010-04-17","male","Carl Macek","","http://viaf.org/viaf/27274083"
"1901-01-19","1965-07-27","male","Henry Daniel-Rops","Peuple de la bible	 Jésus en son temps	 Eglise des révolutions: ces chrétiens nos frères	 Église des apôtres et des martyrs	 Saint Paul, conquérant du Christ	 La vie quotidienne en Palestine ar temps de Jesus Christ.	 Histoire de l'église du Christ	 Église de la cathédrale et de la croisade	 Missa est	 Église des temps barbares","http://viaf.org/viaf/9814995"
"1881-08-20","1959-08-05","male","Edgar A. Guest","Poems.","http://viaf.org/viaf/50714965"
"1842-05-16","1915-06-18","female","Elizabeth Armstrong Reed","","http://viaf.org/viaf/71621979"
"1961-04-28","","female","Elizabeth Willis","Second law	 Willis, Elizabeth.	 Meteoric flowers","http://viaf.org/viaf/33665446"
"1851-08-30","1902-01-24","male","Francis Hindes Groome","Gypsy folk tales","http://viaf.org/viaf/3718142"
"1902-04-29","2000-02-02","male","Francis Stuart","Blacklist, section H	 White hare	 Pigeon Irish	 Pillar of cloud	 Victors and vanquished	 Bridge	 Flowering cross	 Redemption	 Chariot	 Good Friday's daughter","http://viaf.org/viaf/92675428"
"1905-03-02","1985-11-25","male","Geoffrey Grigson","Grigson, Geoffrey,	 The Shell country alphabet","http://viaf.org/viaf/88949048"
"1863-09-11","1939-09-21","male","Georg Witkowski","Deutsche drama des neunzehnten jahrhunderts in seiner entwicklung dargestellt	 Deutsche drama des 19. jahrhunderts in seiner entwicklung dargestellt","http://viaf.org/viaf/72170589"
"1924-06-17","2001-10-16","male","Gotthold Gloger","Ritter, Tod und Teufel	 Mann mit dem goldhelm	 Philomela Kleespiess trug die Fahne","http://viaf.org/viaf/13406420"
"1869-05-04","1957-04-16","female","Helen Wilson","","http://viaf.org/viaf/73560799"
"1888-08-03","1971-05-20","male","Dezső Várkonyi","","http://viaf.org/viaf/35258610"
"1974-01-01","","male","John D'Agata","About a mountain","http://viaf.org/viaf/55955342"
"1861-06-06","1921-10-03","male","Joseph Hart","","http://viaf.org/viaf/78052757"
"1926-03-08","1996-12-08","male","José Luis González","Balada de otro tiempo	 Correspondence.	 País de cuatro pisos y otros ensayos","http://viaf.org/viaf/59164892"
"1957-11-20","","female","Julie M Fenster","In the words of great business leaders","http://viaf.org/viaf/70586406"
"1962-02-12","","female","Katherine Roberts","Babylon game	 Crystal mask	 Songquest	 The Great Pyramid Robbery	 Dark Quetzal","http://viaf.org/viaf/107635920"
"1914-05-09","1991-09-23","male","Keith Robertson","Henry Reed's big show	 Missing brother	 Mystery of burnt hill","http://viaf.org/viaf/85894674"
"1943-08-17","","female","Kjersti Scheen","Villas vals	 Syvende synd: kriminalroman	 Månefeen	 Ingen applaus for morderen kriminalroman	 Englemakerne : roman	 Sofie og pyton-dagen	 Teppefall	 Roselill	 Bare en dag","http://viaf.org/viaf/85372382"
"1881-03-17","1947-11-06","male","Kristian Elster","Skjønne ungdom, roman	 Fra paradisets have, roman	 Røde sparebøsse","http://viaf.org/viaf/10208960"
"1826-09-14","1895-01-21","male","Ljubomir Nenadović","O crnogorcima	 Pisma iz Nemačke","http://viaf.org/viaf/837914"
"1918-02-06","2001-03-23","male","Louis Dudek","Morceaux choisis.	 Dudek, Louis,	 Poems.","http://viaf.org/viaf/49240132"
"1819-02-15","1894-11-08","male","Louis Figuier","Insectes	 Terre avant le déluge	 Homme primitif	 Grandes inventions modernes dans les sciences, l'industrie et les arts	 Zoophytes et mollusques.	 Figuier, Louis,	 Histoire des plantes	 Races humaines	 Oiseaux	 Lendemain de la mort.","http://viaf.org/viaf/39376961"
"1846-07-11","1917-11-03","male","Léon Bloy","Ame de napoléon	 Sueur de sang	 Bloy, Léon (1846-1917).	 Sang du pauvre	 Histoires, désobligeantes	 Le désespéré	 Bloy	 Lettres a sa fiancée	 Salut par les juifs","http://viaf.org/viaf/4926903"
"1926-07-18","1987-01-05","female","Margaret Laurence","Laurence, Margaret	 Jest of god	 Olden days coat	 Laurence, Margaret.	 Diviners	 A bird in the house	 The stone angel	 Rachel, Rachel	 Heart of a stranger	 This side Jordan","http://viaf.org/viaf/44317974"
"1924-04-23","2018-09-01","female","Margit Sandemo","Demonens vingar.	 Häxmästaren	 Sagaen om isfolket	 Sandemo, Margit","http://viaf.org/viaf/47570855"
"1912-02-11","2005-12-07","female","M.A. Littauer","","http://viaf.org/viaf/91800989"
"1965-05-05","","female","May Grethe Lerum","Fremmed måne	 Arvesynd	 Enden av regnbuen	 Bøddelens kvinne	 Englenes dans	 Hjemkomst	 Blodsbånd	 Fredløs	 Brutte lenker	 Fortidens synder","http://viaf.org/viaf/57529694"
"1873-12-20","1936-12-27","male","Mehmet Âkif","Ersoy	 Mehmet Âkif,	 Safahat","http://viaf.org/viaf/17379517"
"1980-10-07","","male","Mike Bartlett","Earthquakes in London	 Bartlett, Mike,	 Contractions","http://viaf.org/viaf/76282821"
"1921-02-21","2015-05-24","male","Morris Beckman","43 group : battling with mosley's blackshirts","http://viaf.org/viaf/49945066"
"1979-07-02","","female","Najat El Hachmi","L' últim patriarca	 Mare de llet i mel	 Filla estrangera	 Caçadora de cossos","http://viaf.org/viaf/44088586"
"1969-07-29","","female","Nathalie Handal","Invisible star.	 Poems.","http://viaf.org/viaf/2693048"
"1923-08-23","2007-06-20","female","Nāzik Malāʾikah","","http://viaf.org/viaf/44404989"
"1934-02-01","","male","Nicolae Breban","Drumul la zid	 Animale bolnave	 Elegii parisiene	 Don Juan : roman	 Bunavestire : roman","http://viaf.org/viaf/76312738"
"1797-12-12","1873-05-29","male","Nicolas Deschamps","","http://viaf.org/viaf/95295198"
"1943-06-03","","male","Peter Kolchin","American slavery, 1619-1877","http://viaf.org/viaf/24629781"
"1914-05-06","1965-10-14","male","Randall Jarrell","Jarrell, Randall,	 Animal family	 Fly by night	 Poetry and the age","http://viaf.org/viaf/100256034"
"1964-04-05","","male","Rawi Hage","Carnival	 Cockroach	 De Niro's game","http://viaf.org/viaf/120654508"
"1959","","male","Richard Bleiler","","http://viaf.org/viaf/73982685"
"1796-04-21","1858-08-31","male","Richard Ford","Handbook for travellers in spain	 Historical enquiry into the unchangeable character of a war in spain	 Gatherings from Spain","http://viaf.org/viaf/49427515"
"1943-08-27","","male","Risto Ahti","Narkissos talvella","http://viaf.org/viaf/71411851"
"1592","1661","male","Robert Austin","","http://viaf.org/viaf/275642855"
"1764-11-06","1807-04-13","male","Robert Heron","","http://viaf.org/viaf/39474241"
"1941-03-27","1997-05-15","male","Saʿd Allāh Wannūs","Al Malik huwa al-Malik	 Wannūs, Saʿdallāh	 al- Iġtiṣāb	 al-fīl yā malik al-zamān.	 Ṭuqūs al-išārāt wa-'t-taḥauwulāt","http://viaf.org/viaf/59169001"
"1855-08-07","1928-04-10","male","Stanley John Weyman","Traveller in the fur cloak	 Under the red robe	 Wild geese	 Gentleman of france","http://viaf.org/viaf/27054360"
"1613-03-06","1683-05-02","male","Stephanus Gradius","","http://viaf.org/viaf/25401346"
"1939-11-16","","male","Tor Åge Bringsværd","Når to skal stå opp	 Bringsværd, Tor Åge.	 Pinocchio-papirene.","http://viaf.org/viaf/4968450"
"1903-02-24","1967-09-12","male","Vladimir Bartol","Med idilo in grozo : novele 1935-1940	 Alamut	 Short stories.","http://viaf.org/viaf/100237161"
"1846-08-24","1916-01-01","male","Wallace Turnage","","http://viaf.org/viaf/34786049"
"1916-01-05","1991-06-08","male","Wilhelm Szewczyk","Szewczyk, Wilhelm	 Anioły z lodu	 Skarb Donnersmarcków","http://viaf.org/viaf/93409423"
"1925-10-04","1991-01-31","male","Åge Rønning","","http://viaf.org/viaf/49199930"
"1950","","male","Ahmad I. Samatar","","http://viaf.org/viaf/14810108"
"1930-10-10","2015-12-09","male","Akiyuki Nosaka","Sensō dōwashū.	 Nosaka, Akiyuki,	 Amerika hijiki.	 アメリカひじき ; 火垂るの墓","http://viaf.org/viaf/108258258"
"1977","","female","Alex Von Tunzelmann","Reel history : the world according to the movies","http://viaf.org/viaf/56057356"
"1930-03-28","1996-02-11","female","Amelia Rosselli","Variazioni belliche	 Rosselli, Amelia	 Impromptu","http://viaf.org/viaf/114992088"
"1952","","male","Andrew Gordon","Postwar Japan as history	 Modern history of japan : from tokugawa times to the present	 Evolution of labor relations in japan : heavy industry, 1853-1955","http://viaf.org/viaf/59136231"
"1951-01-02","","male","André Aciman","False papers	 Enigma variations	 Alibis : essays on elsewhere	 Out of Egypt : a memoir	 Harvard Square : a novel	 Call me by your name	 Eight white nights	 Proust project","http://viaf.org/viaf/66602082"
"1956-07-09","","female","Anne Bøe","","http://viaf.org/viaf/56703993"
"1911-11-29","1961-09-11","male","Antanas Škėma","Škėma, Antanas	 Škėma, Antanas,	 Balta drobutė.","http://viaf.org/viaf/64891030"
"1793-06-03","1826-05-02","male","Antoni Malczewski","Marya	 Marja	 Malczewski, Antoni,	 Marja; powieść ukraińska","http://viaf.org/viaf/34710729"
"1932-07-28","1998-07-31","male","Arvid Hanssen","Håpet har sterke hender	 Store båra","http://viaf.org/viaf/23347150"
"1920-01-29","2018-04-22","male","Balantrapu Rajanikanta Rao","Ramadasu","http://viaf.org/viaf/117103387"
"1929","2007-09-04","male","Bhamiḍipāṭi Rādhākr̥ṣṇa","","http://viaf.org/viaf/30892214"
"1949-10-15","","male","Boualem Sansal","Serment des barbares : roman	 2084 : la fin du monde : roman	 Rue Darwin	 Enfant fou de l'arbre creux	 Dis-moi le paradis : roman	 Le village de l'Allemand ou Le journal des frères Schiller	 Harraga	 2084","http://viaf.org/viaf/76376472"
"1908-08-17","1987-02-08","female","Papùśa","","http://viaf.org/viaf/163794489"
"1899-11-16","1937-06-09","male","Carlo Rosselli","Socialismo liberal","http://viaf.org/viaf/14809419"
"1911-11-04","2009-05-21","male","Christer Boucht","Öppna vidder : arktiska äventyr under 30 år	 Antarktis : ögonblicksbilder från kontinenten kring Sydpolen	 På knaggliga stigar	 Grönland tvärs	 Klondike hägrar","http://viaf.org/viaf/90776637"
"1931-12-24","2009-01-27","male","Christian Enzensberger","Enzensberger, Christian.	 Grösserer Versuch über den Schmutz","http://viaf.org/viaf/3558588"
"1966-12-29","","male","Christian Kracht","Imperium : Roman	 1979	 Ich werde hier sein im Sonnenschein und im Schatten : Roman	 Imperium	 Kracht, Christian (1966-....).	 Kracht, Christian","http://viaf.org/viaf/95196395"
"1949-05-26","","male","Christopher Andersen","Diana's boys : William and Harry and the mother they loved	 Jackie After Jack	 Bill and Hillary : the marriage	 Affair to remember : the remarkable love story of katharine hepburn and spencer tracy	 Barack and Michelle : portrait of an American marriage	 Day john died	 Young Kate	 Michael Jackson : unauthorized	 After Diana : William, Harry, Charles, and the royal house of Windsor	 Mick : the wild life and mad genius of Jagger","http://viaf.org/viaf/112898619"
"1963-04-22","","male","Daniel Micka","","http://viaf.org/viaf/83997033"
"1910-09-24","1996-12-13","male","Yu Cao","Cao, Yu	 Wang Zhaojun.	 日出	 明朗的天	 原野	 Jia.","http://viaf.org/viaf/4964097"
"1922-06-06","2002-03-02","female","Eda J. LeShan","What makes me feel this way? Growing up with human emotions	 When your child drives you crazy	 Grandparents : a special kind of love","http://viaf.org/viaf/79306845"
"1851-04-20","1921-06-18","male","Eduardo Acevedo Díaz","Ismael	 Short stories","http://viaf.org/viaf/24614248"
"1788","1872","male","Edwin Atherstone","Plays.","http://viaf.org/viaf/37346338"
"1898-05-18","1973-11-08","male","Faruk Nafiz Çamlıbel","Plays","http://viaf.org/viaf/69210382"
"1945-11-19","2011-05-04","male","Frans Sammut","","http://viaf.org/viaf/2706637"
"1877-06-05","1915-08-09","male","George Fitch","","http://viaf.org/viaf/31560542"
"1894-04-07","1987-01-19","male","Gerald Brenan","St John of the Cross: his life and poetry	 Spanish labyrinth; an account of the social and political background of the civil war	 Personal record, 1920-1972	 Spanish Labyrinth	 South from Granada	 Life of one's own: childhood and youth	 Literature of the spanish people from roman times to the present	 Face of spain","http://viaf.org/viaf/7515708"
"1919-09-30","1998-06-11","male","Gevork Èmin","Yotʻ erg Hayastani masin : girkʻ hayrenashunchʻ	 Ēmin, Gevorg,	 Ays tarikʻowm.","http://viaf.org/viaf/52706351"
"1955","","male","Giorgio Van Straten","Storie di libri perduti	 Mio nome a memoria","http://viaf.org/viaf/22272708"
"1926-11-23","2011-12-02","male","Christopher Logue","Poems.	 Ratsmagic	 Magic circus	 Puss in Boots","http://viaf.org/viaf/111268555"
"1906-08-15","1971","male","Clayton Rawson","How to entertain children with magic you can do	 Great merlini : the complete stories of the magician detective	 No coffin for the corpse	 Death from a top hat	 Headless lady	 Footprints on the ceiling	 Death out of thin air","http://viaf.org/viaf/92437049"
"1923-09-11","2009-12-23","male","Grigoriĭ Baklanov","Druz'â : roman	 Ijul' 41 goda	 Naveki--devi︠a︡tnadt︠s︡atiletnie : Povestʹ	 I︠U︠zhnee glavnogo udara	 Druz'ja : Roman	 Pâd' zemli	 Mertvye sramu ne imut : (povestʹ)	 Karpuchin	 Men'šij sredi brat'ev : Povest'	 Pjad zemli","http://viaf.org/viaf/66628424"
"1899-07-21","1932-04-27","male","Hart Crane","Complete poems and selected letters and prose of hart crane	 Poems	 Crane, Hart	 Crane, Hart,	 Poems.	 Bridge","http://viaf.org/viaf/22140431"
"1893-02-26","1979-09-07","male","I. A. Richards","Science and poetry	 Richards, I. A.	 Principles of literary criticism	 Poems.","http://viaf.org/viaf/92455563"
"1925-06-10","2015-06-19","male","James Salter","Art of fiction	 Salter, James	 All that is : a novel	 Last night	 Sport and a pastime	 Dusk	 Cassada	 Burning the days : recollection	 Hunters","http://viaf.org/viaf/85335264"
"1929-11-11","","male","Hans Magnus Enzensberger","Tumult	 Ach Europa!	 Der Untergang der Titanic	 Enzensberger, Hans Magnus	 Politische Brosamen	 Wo warst du, Robert	 Kurze sommer der anarchie : buenaventura durrutis leben und tod : roman	 Enzensberger, Hans Magnus.	 Gedichte 1950-1985	 Geschichte der wolken","http://viaf.org/viaf/31725760"
"1951-07-17","","male","Mark Bowden","Worm : the story of the first digital world war	 Finish : the killing of osama bin laden	 Huế 1968 : a turning point of the American war in Vietnam	 Black hawk down	 Guests of the ayatollah : the first battle in America's war with militant Islam	 Killing Pablo	 Finders Keepers","http://viaf.org/viaf/88081766"
"1918-04-23","2009-04-14","male","Maurice Druon","La Louve De France	 La Reine Etranglee	 Druon, Maurice,	 Volupté d'être	 Lis et le lion	 Tistou les pouces verts	 Les grandes familles	 Les Poisons De La Couronne	 Roi de fer. roman historique	 La Loi Des Males","http://viaf.org/viaf/97107129"
"1913-05-28","1989-12-04","female","May Swenson","Poems.	 Swenson, May.","http://viaf.org/viaf/37043756"
"1926-12-23","2005-09-12","male","Helmut Baierl","Frau Flinz","http://viaf.org/viaf/115703164"
"1868","1937","male","Henry Gilbert","Robin Hood	 Robin Hood & the men of the greenwood	 Book of pirates","http://viaf.org/viaf/106754689"
"1949-07-11","2004-01-15","female","Olivia Goldsmith","Bestseller	 Fashionably late	 Dumping Billy	 Switcheroo	 Pen pals	 Marrying Mom	 Bad boy	 Flavor of the month	 Young wives	 First wives club","http://viaf.org/viaf/3202757"
"1966","","female","Hilary Bell","Fortune	 Wolf lullaby","http://viaf.org/viaf/69045224"
"1891-04-04","1953","male","Richard Euringer","Euringer, Richard	 Serasker","http://viaf.org/viaf/42635081"
"1923-12-09","1995-03-15","male","Wolfgang Harich","Theogonie nach den Quellen des klassischen, hebräischen und christlichen Altertums	 Works.	 Harich, Wolfgang","http://viaf.org/viaf/2514315"
"1915-08-15","1991-10-24","female","ʿIṣmat Čuġtāʾī","Dil ki Dunya	 Cug̲h̲tāʼī, ʻIṣmat,	 Maʻṣūmah : nāval	 Ajib adami	 Ṭeṛhī lakīr	 Kāg̲h̲zī hai pairahan	 Ek qatra khun	 Ajib admi","http://viaf.org/viaf/17274677"
"1818-07-08","1857-06-20","male","Ivan Franjo Jukić","Works.	 Jukić, Ivan Frano,","http://viaf.org/viaf/121724779"
"","","","Ivan Stojanović","","http://viaf.org/viaf/1842930"
"1927-12-18","2014-12-24","female","Jacqueline Briskin","Everything and more	 California generation	 Too much too soon	 Paloverde	 Crimson palace	 Dreams are not enough.	 Other side of love	 Naked heart.	 Onyx	 Rich friends","http://viaf.org/viaf/7387603"
"1937-03-09","2000-12-26","male","James Bentley","Loire	 Between Marx and Christ : the dialogue in German-speaking Europe 1870-1970	 Most beautiful villages of tuscany	 Calendar of saints	 Martin Niemöller	 Bavaria	 Albert Schweitzer : the enigma	 Restless bones : the story of relics","http://viaf.org/viaf/102323417"
"1897","1985-11-11","male","James Hanley","No directions	 Closed harbour	 Ocean	 What Farrar saw	 Another world	 Levine	 Boy	 Furys	 Say nothing","http://viaf.org/viaf/288412972"
"1943-04-08","2013-03-20","male","James Herbert","Spear	 Dark	 Herbert, James,	 Magic cottage	 Secret of crickley hall	 Haunted	 Moon	 Creed	 Survivor	 Domain","http://viaf.org/viaf/113688310"
"1860-12-12","1926-08-01","male","Jan Kasprowicz","O bohaterskim koniu i wala̜cym się domie / Jan Józef Lipski	 Świat się kończy	 Kasprowicz, Jan	 Hymny	 Moja pieśń wieczorna : poezye	 Miłość	 Księga ubogich","http://viaf.org/viaf/7428385"
"1767-06-25","1846-06-13","male","Jean-Baptiste Benoît Eyriès","Voyage pittoresque en Asie et en Afrique	 Voyage pittoresque en Asie et en Afrique : résumé général des voyages anciens et modernes	 Voyage en Asie et en Afrique d'après les recits des derniers voyageurs","http://viaf.org/viaf/73853185"
"1945-06-20","2000-01-26","male","Jean-Claude Izzo","Total Khéops	 Marins perdus	 Solea	 Izzo, Jean-Claude.	 Chourmo	 Vivre fatigue	 Soleil des mourants : roman","http://viaf.org/viaf/31997923"
"1946-08-09","","male","Jean-Claude Maleval","Forclusion du nom-du-père : le concept et sa clinique	 Logique du délire","http://viaf.org/viaf/229683564"
"1952-07-14","","male","Jeffry P. Lindsay","Dexter is delicious	 Tropical depression	 Dearly devoted Dexter	 Dexter's final cut	 Dexter is dead	 Dexter in the dark","http://viaf.org/viaf/57713887"
"1979-05-20","","female","Joanna Wajs","Co robią koty","http://viaf.org/viaf/102119751"
"1953","","male","John Dale","","http://viaf.org/viaf/277918477"
"1579-12-00","1625-08-00","male","John Fletcher","A wife for a month	 Woman's prize	 Fletcher, John	 Fletcher, John (1579-1625).	 Fletcher, John,	 Humorous lieutenant	 Beggar's bush.	 The knight of the burning pestle","http://viaf.org/viaf/12323361"
"1909-12-15","1981-01-29","male","John Glassco","Glassco, John,	 Harriet Marwood, governess	 Under the hill	 Poems.","http://viaf.org/viaf/69729715"
"1908-07-27","1996-05-24","male","Joseph Mitchell","Joe Gould's secret	 Apologies to the Iroquois	 Bottom of the harbor	 Old Mr. Flood	 McSorley's wonderful saloon	 Up in the old hotel and other stories","http://viaf.org/viaf/112325000"
"1903-03-15","1939-09-09","male","Józef Czechowicz","Czechowicz, Józef	 Wiersze	 Czechowicz, Józef,	 Poems","http://viaf.org/viaf/7422956"
"1926-07-30","","female","Kate Sedley","Tintern treasure	 Holy innocents	 Sedley, Kate.	 Death and the Chapman	 Wicked winter	 Eve of saint hyacinth	 Brothers of glastonbury","http://viaf.org/viaf/69670193"
"","","","Ken Barnes","","http://viaf.org/viaf/1314989"
"1879-07-31","1937-04-21","male","Kenneth Morris","Chalchiuhite dragon : a tale of toltec times	 Fates of the princes of dyfed","http://viaf.org/viaf/52494078"
"1957","","female","Latife Tekin","Tekin, Latife.	 Ormanda olum yokmus	 Buzdan kılıçlar	 Berci Kristin çöp masalları : roman	 Sevgili arsız ölüm : roman","http://viaf.org/viaf/117962899"
"1904-08-18","1993-01-01","female","Louise Fatio","Doll for marie	 Christmas forest	 Happy lion	 Hector penguin	 Red Bantam","http://viaf.org/viaf/22604108"
"1904-02-04","1977-10-11","male","MacKinlay Kantor","Spirit Lake.	 Andersonville	 God and my country	 Beauty beast	 Glory for me	 Gentle Annie","http://viaf.org/viaf/46839470"
"1884-06-13","1957-10-22","female","Mary Colum","From these roots","http://viaf.org/viaf/12192381"
"1850-01-24","1922-07-31","female","Mary Noailles Murfree","","http://viaf.org/viaf/16014354"
"1933-02-10","2010-10-01","male","Michail Roščin","Works.	 Roshchin, Mikhail.","http://viaf.org/viaf/84947487"
"1968-12-09","","male","Mikkel Birkegaard","Fra drømmenes bog : roman	 Libri di Luca","http://viaf.org/viaf/107068743"
"1959-02-12","","","Nese Yaşin","","http://viaf.org/viaf/80962696"
"1908-10-21","1988-12-18","male","Niyazi Berkes","","http://viaf.org/viaf/93078735"
"1823","1902-01-01","male","Otto Gildemeister","Gildemeister, Otto","http://viaf.org/viaf/67221657"
"1865-06-28","1910-02-01","male","Otto Julius Bierbaum","Bierbaum, Otto Julius	 Bierbaum, Otto Julius,	 Irrgarten der Liebe","http://viaf.org/viaf/7485204"
"1970","","female","Patti Kim","Cab called reliable : a novel	 Here I am","http://viaf.org/viaf/68208410"
"1945-03-28","","male","Pierre Michon","Vies minuscules	 Corps du roi	 La grande Beune	 Maîtres et serviteurs	 Rimbaud le fils	 Vie de Joseph Roulin	 Roi du bois	 Les onze	 Mythologies d'hiver	 Abbés","http://viaf.org/viaf/22152626"
"1905","1975-07-06","male","Reşad Ekrem Koçu","Kösem Sultan	 Works.","http://viaf.org/viaf/9867809"
"1934-04-05","2018-05-24","male","Richard Peck","Year down yonder	 Are you in the house alone?	 Long way from chicago a novel in stories	 Amanda/Miranda	 Teacher's funeral : a comedy in three parts	 Secrets of the shopping mall	 Season of gifts	 Peck, Richard,	 River between us	 Representing Super Doll","http://viaf.org/viaf/5729749"
"1898-03-17","1947-12-30","male","Riichi Yokomitsu","寢園	 Shanhai	 紋章	 家族会議","http://viaf.org/viaf/71520132"
"1723","1766","male","Robert Andrews","","http://viaf.org/viaf/33417661"
"1953-04-28","2003-07-15","male","Roberto Bolaño","Monsieur Pain	 Amuleto	 Bolaño, Roberto	 Los detectives salvajes	 Literatura nazi en américa	 Estrella distante	 Bolaño, Roberto,	 Pista de hielo","http://viaf.org/viaf/41992611"
"1930-02-03","2006-04-25","male","Roger Duchêne","","http://viaf.org/viaf/109489085"
"1806-11-28","1866-08-27","male","Roger de Beauvoir","Enfers de paris: cinq actes mêlés de chant	 Chevalier de st georges : comédie mêlée de chants	 Safia Ou la Décadence de Venise","http://viaf.org/viaf/10949189"
"1955-04-15","2013-06-29","male","Ryutaro Nakamura","","http://viaf.org/viaf/202120179"
"1907-02-12","1948-04-02","male","Sabahattin Ali","İçimizdeki şeytan	 Değirmen	 Kürk mantolu madonna	 Kuyucaklı Yusuf	 Sirca kosk : oyku","http://viaf.org/viaf/56604917"
"1905-11-05","1973-09-11","male","Sajjād Ẓahīr","Landan kī ek rāt	 Sajjād Ẓahīr,	 Roshnai","http://viaf.org/viaf/117788757"
"1812-02-27","1883-05-19","male","Samo Chalupka","","http://viaf.org/viaf/45149695"
"1810-03-10","1886-08-09","male","Samuel Ferguson","Congal	 Lays of the western Gael, and other poems","http://viaf.org/viaf/22935722"
"1914-01-29","1987-08-18","male","Shichiro Fukazawa","楢山節考","http://viaf.org/viaf/29534105"
"1740-02-02","1813-09-06","male","Simon Rottmanner","","http://viaf.org/viaf/66809187"
"1933-05-29","2004-01-24","male","ʻAbd al-Raḥmān Munīf","نهايات	 Munīf, ʻAbd al-Raḥmān.	 Taqāsīm al-layl wa-al-nahār.	 آن-- هنا، أو، شرق المتوسط مرة أخرى	 Ukhdūd.","http://viaf.org/viaf/95290221"
"1968","","female","Stephanie Blake","Bébé, Dans Le Ventre De Maman?	 Superlapin	 Charles	 Francesca","http://viaf.org/viaf/68925687"
"1904-08-16","1947-02-15","female","Subhadrā Kumārī Cauhāna","Cauhāna, Subhadrakumārī,	 Bikhare moti","http://viaf.org/viaf/291650998"
